judul,konten,label,url,sumber,kategori,text_length,title_length,created_timestamp
Astronomer Bantah Andy Byron Rilis Pernyataan Selepas Viral Selingkuh,"Perusahaan teknologiAstronomermembantah ada pernyataan dari CEO perusahaan tersebut, Andy Byron, yang viral usai kedapatan selingkuh di konser Coldplay dengan stafnya sendiri. Dalam pernyataan yang dirilis pada Sabtu (19/7), Astronomer mengatakan Andy Byron belum mengeluarkan pernyataan apa pun soal kejadian itu. SCROLL TO CONTINUE WITH CONTENT ""Andy Byron belum mengeluarkan pernyataan apa pun, laporan yang menyatakan sebaliknya semuanya tidak benar,"" kata Astronomer dalam pernyataannya di X @astronomerio, Sabtu (19/7). Sebelumnya beredar pernyataan yang disebut berasal dari Andy Byron. Pernyataan itu beredar di media sosial yang berisi permintaan maaf kepada istri, keluarga, dan Astronomer. ""Aku ingin meminta maaf dengan tulus pada istriku, keluargaku, dan tim Astronomer. Kalian pantas mendapatkan yang lebih baik dariku, sebagai seorang pasangan, sebagai seorang ayah, dan sebagai seorang pemimpin,"" dalam surat pernyataan itu. Astronomer dalam pernyataannya juga menyebut mereka sedang menggelar investigasi internal terkait peristiwa yang viral di media sosial tersebut. ""Astronomer berkomitmen pada nilai-nilai dan budaya yang telah membimbing kami sejak didirikan. Para pemimpin kami diharapkan untuk menetapkan standar dalam perilaku dan akuntabilitas,"" bunyi pernyataan tersebut. ""Dewan Direksi telah memulai investigasi formal terkait masalah ini dan kami akan segera membagikan detail tambahan,"" bunyi pernyataan tersebut. Andy Byron tertangkap sedang bermesraan dengan Kepala HRD Astronomer Kristin Cabot tertangkap dalam konser Coldplay di Boston pada Rabu (16/7) malam waktu AS. Coldplay semula tengah menayangkan sesi kiss cam, menangkap keseruan penonton untuk ditampilkan di layar. Kamera sempat menangkap sejumlah momen, lalu beralih menyorot pasangan yang sedang berpelukan mesra di tribun. Namun, anehnya, pasangan itu tiba-tiba berpaling dari kamera dengan wajah malu setelah disorot. Mereka berusaha menutupi wajah, sehingga memancing tanggapan dari Chris Martin di panggung. Ia berkelakar dengan menduga reaksi pasangan itu bisa terjadi karena dua hal, antara begitu malu atau tengah berselingkuh. Netizen kemudian mengungkap bahwa kedua orang itu adalah CEO Astronomer Andy Byron dan Kepala HRD Kristin Cabot. Dalam laman resmi Astronomer, Byron merupakan CEO Astronomer sejak 2023, sedangkan Cabot bergabung ke perusahaan 9 bulan lalu. Andy Byron diketahui telah menikah dengan Megan Kerrigan Byron, sedangkan Cabot telah bercerai dengan Kenneth Thornby. Andy dengan Megan sudah memiliki dua anak hasil pernikahan mereka. Dilansir dari New York Post, Cabot resmi bercerai pada 2022. Namun tidak jelas apa dia sudah menikah lagi atau belum.",REAL,https://www.cnnindonesia.com/teknologi/20250719090847-185-1252449/astronomer-bantah-andy-byron-rilis-pernyataan-selepas-viral-selingkuh,CNN Indonesia,Teknologi,2674,69,2025-07-19 08:13:17
Erdogan ke Putin: Bentrokan di Suwayda Suriah ancam keamanan kawasan,"Istanbul (ANTARA) - Presiden Turki Recep Tayyip Erdogan memberitahu Presiden Rusia Vladimir Putin bahwa bentrokan yang pecah menyusul penarikan pasukan Suriah dari Suwayda menimbulkan ancaman bagi seluruh kawasan.Dalam percakapan telepon pada Jumat, kedua pemimpin membahas hubungan bilateral serta masalah regional dan global, kata Direktorat Komunikasi Turki di akun media sosial X.Erdogan mengatakan Turki ingin memastikan stabilitas dan keamanan di Suriah dan mendukung pemulihan negara tersebut, seraya menekankan pentingnya bagi Israel untuk tidak melanggar kedaulatan Suriah. Erdogan lebih lanjuta mengatakan bahwa Turki akan siap untuk terus menjadi tuan rumah pembicaraan damai itu di Istanbul segera setelah para pihak menyepakati tanggalnya.Sementara itu, Kremlin dalam pernyataannya menyebutkan Presiden Putin berterima kasih kepada Erdogan atas kesediaannya menengahi konflik Rusia-Ukraina melalui platform negosiasi di Istanbul seraya menegaskan kembali komitmen Moskow terhadap resolusi politik dan diplomatik.Putin juga meninjau kembali perkembangan hubungan ekonomi, dan menyambut baik hasil Komisi Antarpemerintah Rusia-Turki terkait Perdagangan dan Kerja Sama Ekonomi yang diadakan pada 27 Juni.Putin dan Erdogan sepakat untuk tetap berhubungan erat tentang semua hal yang dibahas selama panggilan telepon tersebut.Sumber: Anadolu Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977353/erdogan-ke-putin-bentrokan-di-suwayda-suriah-ancam-keamanan-kawasan?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Antara News,News,1501,68,2025-07-19 08:13:17
Wamenbud: Museum garda terdepan dari diplomasi budaya Indonesia,"Jakarta (ANTARA) - Wakil Menteri Kebudayaan Giring Ganesha Djumaryo mengatakan bahwa museum merupakan salah satu garda terdepan dari diplomasi budaya Indonesia. Hal tersebut ia sampaikan saat melakukan pertemuan dengan Wakil Menteri Kebudayaan Kerajaan Thailand Ploy Tanikul. ""Budaya adalah soft power yang dapat memperkuat diplomasi serta membawa nama baik bangsa ke dunia dan museum mempunyai salah satu fungsi tersebut,” kata Giring dalam keterangannya yang dikonfirmasi di Jakarta, Sabtu. Giring juga menjelaskan bahwa kunjungan Wakil Menteri Kebudayaan Thailand menjadi tanda relasi erat kedua negara yang terjalin lebih dari 75 tahun yang lalu. “Kehormatan besar bagi kami untuk menerima kehadiran Wakil Menteri Kebudayaan Kerajaan Thailand dan teman-teman penari di Museum Nasional Indonesia. Kunjungan hari ini merupakan bagian dari rangkaian perayaan 75 tahun hubungan diplomatik Thailand dan Indonesia yang menunjukkan persahabatan erat dari kedua negara melalui budaya,” ujar Wamenbud Wamen Ploy Tanikul menyebutkan bahwa sebagai negara yang sama-sama beradadi kawasanAsia Tenggara, Thailand dan Indonesia memiliki akar budaya yang saling beririsan. Akar budaya yang sama ini menjadi pondasi penting dalam membangun pemahaman, menjaga koneksi yang erat, dan menumbuhkan persahabatan yang kokoh antarbangsa. “Budaya, sejak dahulu kala, telah menjadi kekuatan besar yang membuka jalan bagi kerja sama serta mendekatkan masyarakat kedua negara,” jelasnya. Menanggapi hal tersebut, Wamen Giring turut menyampaikan bahwa Indonesia dan Thailand merupakan negara yang menempatkan kebudayaan sebagai jantung identitas nasionalnya. Dirinya menambahkan bahwa kedua negara memiliki Kementerian Kebudayaan tersendiri yang peduli pada hal tersebut. “Saya berharap kerja sama budaya kita akan terus berlanjut di masa yang akan datang melalui berbagai macam aktivasi dan kegiatan,” ucap Wamenbud Giring. Dalam kesempatan ini, Wamen Kebudayaan Thailand mengunjungi beberapa ruang pamer yang ada, antara lain Paras Nusantara; Pameran Sunting: Pameran Jejak Perempuan Indonesia Penggerak Perubahan; Pameran Melawan Tanpa Gentar; Pameran Misykat: Cahaya Peradaban Islam Indonesia; Pameran 130 tahun Pithecanthropus Erectus; serta berbagai arca peradaban pra-Islam. Kunjungan Ploy Tanikul turut didampingi oleh para penari dari Departemen Seni Rupa Thailand yang sebelumnya tampil dalam perayaan 75 tahun hubungan diplomatik Indonesia- Thailand bertajuk Thai-Indonesian Joint Cultural Performances. Jika menilik sejarah, hubungan diplomatik Kerajaan Thailand dan Indonesia sesungguhnya telah terjalin lebih dari 75 tahun. Hubungan ini dimulai dari Abad ke 7 hingga 14, ketika terjadi hubungan dagang dan kerajaan dengan Sriwijaya dan Majapahit. Berlanjut saat Raja Siam (sekarang Thailand), Chulalongkorn atau Rama V, mengunjungi Hindia Belanda pada tahun 1871. Pada saat itu, Raja Chulalongkorn mengunjungi tangsi, gudang, rumah sakit, dan salah satunya Bataviaasch Genootschap van Kunsten en Wetenschappen atau yang sekarang menjadi sebagai Museum Nasional Indonesia. Raja Chulalongkorn menyumbangkan sesuatu yang dapat berguna untuk menjalin persahabatan antara Thailand dan Indonesia, yaitu patung Gajah berbahan perunggu. Patung Gajah yang saat ini berada di depan museum, kini menjadi ikon dari Museum Nasional Indonesia sekaligus sebagai simbol persahabatan kedua negara. Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977341/wamenbud-museum-garda-terdepan-dari-diplomasi-budaya-indonesia?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Antara News,News,3521,63,2025-07-19 08:13:17
Polisi bongkar peredaran sabu dalam kemasanbekas minuman di Serang,"Serang (ANTARA) - Direktorat Reserse Narkoba Polda Banten mengungkap modus penyebaran sabu yang dikamuflase dalam kemasan bekas minuman instan oleh dua tersangka di Kota Serang. Kasus ini terungkap berkat laporan warga dan menunjukkan adaptasi baru sindikat narkoba dalam menyamarkan barang terlarang. “Pengungkapan ini bermula dari laporan warga. Tim Subdit 3 Ditresnarkoba langsung bergerak ke lokasi dan menerima penyerahan dua orang tersangka berikut barang bukti dari warga yang merupakan keluarga tersangka,” ujar Direktur Reserse Narkoba Polda Banten Kombes Pol Wiwin Setiawan dalam keterangannya di Kota Serang, Sabtu. Tersangka berinisial WR dan AP diketahui menggunakan sistem “titik”, yakni meletakkan sabu di lokasi tertentu sesuai instruksi dari narapidana berinisial B yang mendekam di Lapas Pandeglang. Tersangka WR mengaku menyebarkan sabu di 19 titik di wilayah Kota Serang. Barang haram tersebut disimpan dalam bungkus bekas produk Nutrisari dan diletakkan di semak-semak atau area umum lainnya. “Petugas melakukan pencarian berdasarkan petunjuk pelaku dan berhasil mengamankan sejumlah barang bukti yang disembunyikan dalam kemasan bekas minuman instan,” ujar Wiwin. Barang bukti yang disita berupa plastik klip berisi kristal putih diduga sabu dengan berat bruto sekitar 2,4 gram, timbangan digital, dua handphone, dan sejumlah kemasan minuman. WR disebut mendapat imbalan Rp1 juta hingga Rp6 juta untuk setiap pengantaran, sementara AP menerima bayaran antara Rp100 ribu hingga Rp300 ribu untuk membantu menyebarkan barang. “Motif pelaku adalah keuntungan ekonomi,” ujar Wiwin. Keduanya kini ditahan dan dijerat pasal 114 ayat (1) subsider pasal 112 ayat (1) jo pasal 132 ayat (1) Undang-Undang Nomor 35 Tahun 2009 tentang Narkotika, dengan ancaman hukuman hingga 20 tahun penjara. “Terima kasih dan apresiasi setinggi-tingginya kami sampaikan kepada masyarakat, khususnya warga Ciracas Kota Serang, atas peran aktifnya dalam membantu Polda Banten memerangi narkoba,” ujar Wiwin. Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977305/polisi-bongkar-peredaran-sabu-dalam-kemasanbekas-minuman-di-serang?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Antara News,News,2152,66,2025-07-19 08:13:17
Korban empat tewas kebakaran Tebet adalah anak-anak,"Jakarta (ANTARA) - Korban empat tewas akibat kebakaran tiga rumah di Jalan Kutilang 28, RW02, Bukit Duri, Tebet, Jakarta Selatan adalah anak-anak. ""Mereka adalah bagian dari 27 jiwa terdampak,"" Kepala Sudin Gulkarmat Jakarta Selatan Syamsul Huda di Jakarta, Sabtu. Ia menjelaskan, empat korban jiwa yakni perempuan inisial PL (13), perempuan K (3), laki-laki A (7) dan perempuan A (4). Syamsul mengatakan empat korban jiwa itu termasuk dalam korban terdampak yakni 10 kepala keluarga (KK) atau 27 jiwa. Kemudian, dua orang ibu-ibu terluka inisial A dan M yang bersama dengan empat orang korban jiwa dibawa ke Rumah Sakit Polri. ""Korban jiwa informasi dibawa ke RS Polri,"" ucapnya. Penyebab kebakaran pada area luas yang terbakar sebesar 200 meter persegi (m2) itu diduga karena korslteting aliran listrik dengan taksiran kerugian sekitar Rp674 juta. Sebelumnya, kebakaran tersebut dilaporkan terjadi pada Sabtu pagi pukul 06.21 WIB. Kemudian, sebanyak 20 unit atau 76 personel Sudin Gulkarmat Jakarta Selatan dikerahkan untuk memadamkan si jago merah. Dikatakan, akses jalan sempit menjadi kendala saat proses evakuasi dan sebelumnya para korban sempat terjebak dalam kebakaran. Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977261/korban-empat-tewas-kebakaran-tebet-adalah-anak-anak?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Antara News,News,1330,51,2025-07-19 08:13:17
BMKG: Suhu minimum di Dieng capai minus 2 derajat celcius,"Banjarnegara (ANTARA) - Badan Meteorologi Klimatologi dan Geofisika (BMKG) Stasiun Geofisika Banjarnegara mencatat suhu minimum di Dataran Tinggi Dieng, Kabupaten Banjarnegara, Jawa Tengah, pada Sabtu pagi mencapai minus 2 derajat celcius yang menyebabkan munculnya fenomena embun upas (beku). Kepala BMKG Stasiun Geofisika Banjarnegara Hery Susanto Wibowo mengatakan bahwa suhu ekstrem tersebut tercatat pada permukaan rumput di Kompleks Candi Arjuna, Desa Dieng Kulon, Kecamatan Batur, Banjarnegara. ""Dari pengamatan kami, suhu permukaan turun hingga minus 2 derajat celcius, sedangkan suhu udara minimum di sekitar Dieng berkisar antara 2 hingga 6 derajat celcius,"" katanya. Ia mengatakan, sejak awa Juli 2025, fenomena embun upas telah terjadi tiga kali selama musim kemarau tahun ini, yakni pada 10 dan 11 Juli yang mencapai 0 derajat Celcius serta 18 Juli yang mencapai minus 2 derajat celcius. Ia mengakui catatan historis suhu ekstrem yang terjadi di Dieng sebelumnya belum terdokumentasi secara lengkap oleh BMKG Stasiun Geofisika Banjarnegara. Menurut dia, hal itu disebabkan BMKG Stasiun Geofisika Banjarnegara baru bisa mengakses secara langsung peralatan pemantauan suhu permukaan tersebut sejak tahun 2025 karena sebelumnya, alat tersebut dioperasikan secara aktif oleh BMKG Semarang. Namun, berdasarkan pengamatan umum dan data terbatas, kata dia, suhu minimum di kawasan tersebut bisa mencapai antara minus 2 derajat celcius hingga minus 4 derajat celcius pada musim kemarau. BMKG memperkirakan puncak musim kemarau 2025 di wilayah Dieng akan terjadi pada bulan Juli-Agustus, sehingga potensi penurunan suhu lebih ekstrem dan kejadian embun upas masih berpotensi terjadi. “Kondisi seperti ini cukup ekstrem untuk wilayah tropis. Biasanya suhu minimum di wilayah itu sekitar 20-30 derajat celcius pada siang hari,” katanya.. Terkait dengan hal itu, dia mengimbau masyarakat, khususnya petani dan pelaku sektor pariwisata, untuk meningkatkan kewaspadaan terhadap dampak embun upas. “Tanaman yang rentan seperti kentang perlu dilindungi, dan wisatawan diharapkan menyiapkan pakaian hangat agar tidak terjadi gangguan kesehatan akibat cuaca dingin ekstrem,” kata Hery. Dalam kesempatan terpisah, Kepala Unit Pelaksana Teknis (UPT) Dieng Dinas Dinas Kebudayaan dan Pariwisata (Dinbudpar) Kabupaten Banjarnegara Sri Utami mengatakan fenomena embun beku pada Sabtu (19/7) pagi, terlihat jelas di area lapangan dekat Candi Setyaki. ""D lapangan dekat Candi Setyaki cukup tebal, kalau di Candi Arjuna juga ada, tapi tipis,” katanya. Menurut dia, fenomena tersebut menyedot animo wisatawan yang datang ke lokasi sejak pagi karena secara kebetulan akhir pekan, sehingga banyak wisatawan yang berkunjung ke Dieng. Oleh karena masih berpotensi terjadi, kata dia, bagi wisatawan yang ingin menikmati fenomena embun beku disarankan sudah berada di lokasi sekitar pukul 05.30 WIB. “Jangan lupa menggunakan jaket, penutup kepala dan sarung tangan. Kami sarankan juga makan minum yang cukup karena sangat dingin,"" kata Utami. Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977237/bmkg-suhu-minimum-di-dieng-capai-minus-2-derajat-celcius?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Antara News,News,3174,57,2025-07-19 08:13:17
"Paus telepon Netanyahu, serukan lindungi tempat ibadah, damai di Gaza","Vatikan City (ANTARA) - Paus Leo XIV menelepon kepala otoritas Israel Benjamin Netanyahu menyusul serangan Israel terhadap Gereja Katolik Keluarga Kudus di Jalur Gaza dan menyerukan perlindungan tempat-tempat ibadah, demikian menurut Kantor Pers Takhta Suci. ""Pagi ini di kediamannya di Castel Gandolfo, Yang Mulia Paus Leo XIV berbicara melalui telepon dengan Perdana Menteri Israel Benjamin Netanyahu menyusul serangan militer tentara Israel kemarin yang menghantam Gereja Keluarga Kudus di Gaza hingga menewaskan tiga orang dan melukai lainnya, termasuk beberapa yang mengalami luka serius,"" ujar pernyataan Kantor Pers Takhta Suci pada Jumat (18/7). Pihaknya menambahkan bahwa Bapa Suci kembali menegaskan tentang kebutuhan mendesak untuk melindungi tempat-tempat ibadah dan, khususnya umat beriman serta seluruh masyarakat di Palestina dan Israel. Paus Leo XIV lagi-lagi menegaskan seruannya untuk mendorong kembali negosiasi, gencatan senjata di Gaza. Ia juga menyatakan keprihatinannya atas situasi kemanusiaan yang memprihatinkan di Jalur Gaza. Pada Kamis, Gereja Keluarga Kudus, yang merupakan satu-satunya Gereja Katolik di Gaza dan dapat menampung sekitar 500 pengungsi Kristen, diserang Israel. Serangan Zionis dilaporkan telah menewaskan tiga orang dan melukai sepuluh lainnya, termasuk pastor paroki, Pastor Gabriel Romanelli. Pada hari yang sama, Paus Leo XIV menyampaikan belasungkawa kepada korban serangan Israel dan menyerukan gencatan senjata segera. Sumber:Sputnik/RIA Novosti-OANA Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977221/paus-telepon-netanyahu-serukan-lindungi-tempat-ibadah-damai-di-gaza?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Antara News,News,1654,69,2025-07-19 08:13:17
Film Believe munculkan aksi laga Kapten Agus yang mendebarkan,"Jakarta (ANTARA) - Jagad perfilman Indonesia memiliki banyak film-film fiksi yang menghibur, dan ada juga yang membuat penonton berpikir. Lalu ada film biopik seperti ""Believe – Takdir, Mimpi, Keberanian"" yang akan tayang di bioskop seluruh Indonesia mulai 24 Juli 2025. Film yang mendramatisasi kisah hidup seseorang yang nyata, atau bisa juga sekelompok orang yang nyata ini patut digarisbawahi karena memang genre film ini belum begitu banyak diproduksi oleh sineas Indonesia. Film ""Believe – Takdir, Mimpi, Keberanian"" ini menghantam penonton dengan adegan peperangan yang begitu kejam dan tak kenal ampun, sampai rasanya logika dan perasaan ikut teraduk-aduk. Mendebarkan, karena kita tidak hanya disuguhi baku tembak; tapi merasakan juga ketika peluru menembus tubuh, disambut jeritan, dan kehilangan yang mengukir patriotisme dalam diri seorang prajurit. Sosok kapten yang digambarkan dalam ""Believe"" ini heroik, sebanding dengan Captain America di jagad komik atau Captain Phillips (2013) di Hollywood. Tokoh utama dalam film berlatar tahun 1975 hingga 1999 ini ialah Kapten Agus Subiyanto, yang kini telah berpangkat jenderal dan dikenal sebagai Panglima TNI. Film biopik Agus ini digarap secara ambisius. Duo sutradara yang menggarapnya, Rahabi Mandra dan Arwin Tri Wardhana, bahkan meraih penghargaan ""Best Director"" di Montreal International Film Festival 2025. Realisme tempur dan kedalaman visual Misi dua sutradara berbakat itu adalah menerjemahkan kisah nyata dari medan pertempuran saat krisis Timor Timur ke layar lebar. Aksi yang intens di ""Believe"" dengan latar cerita yang berjalan dari tahun ke tahun didukung visualisme tanpa kompromi. Penggunaan alat perang seperti KRI Teluk Amboina-503, heli ""hidung pesek"", serta tampilan bagian dalam pesawat Hercules model awal yang terasa begitu nyata sebagaimana referensinya di masa lalu. Film ini juga menghadirkan dukungan teknologi generatif grafis komputer (CGI) dalam sajian kedalaman visualnya, tapi tidak berlebihan. Koreografi tembak-menembak dan ledakan di medan pertempuran juga dibuat seru untuk disaksikan. Mandra dan Wardhana jelas ingin menjawab pertanyaan para penggemar, ""Sanggupkah sineas Indonesia membuat penonton merasakan film perang yang sesungguhnya?"" Mereka berhasil. Film ""Believe"" dapat disebut sebagai puncak baru dalam genre aksi laga di industri perfilman Indonesia, setelah The Raid (2011). Mandra dan Wardhana mencapai puncak itu dengan rentetan aksi kejar-kejaran dan pertempuran brutal, serta pertarungan satu lawan satu dengan musuh yang menggetarkan nyali. Tata audio juga diiringi suara desing peluru dan ledakan yang imersif, menempatkan penonton seperti berada langsung di tengah kekacauan pertempuran. Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977565/film-believe-munculkan-aksi-laga-kapten-agus-yang-mendebarkan,Antara News,News,2857,61,2025-07-19 08:13:17
FKDT: Indonesia harus berterima kasih pada ustaz Madrasah Diniyah,"Jakarta (ANTARA) - Ketua Umum Dewan Pengurus Pusat Forum Komunikasi Diniyah Takmiliyah (FKDT) Lukman Khakim menyatakan bahwa bangsa Indonesia harus berterima kasih kepada para guru atau ustaz di Madrasah Diniyah Takmiliyah, atau yang kerap diketahui sebagai Madin. ""Bangsa Indonesia harus berterima kasih kepada Ustadz-Ustadz Madrasah Diniyah Takmiliyah,"" kata Lukman dalam kegiatan Peringatan Hari Lahir FKDT ke-13 di Jakarta, Sabtu. Lukman memaparkan para ustaz dan ustazah di Madrasah Diniyah Takmiliyah memiliki peranan penting dalam menjadikan Indonesia sebagai negara yang harmonis, toleran, dan menghargai kemerdekaan. Ia menjelaskan para ustaz dan ustazah senantiasa menyebarkan kebaikan meskipun dengan honor yang tidak seberapa. ""Makanya saya menyampaikan bahwa ustaz Madrasah Diniyah Takmiliyah itu adalah pribadi-pribadi yang hatinya bersih, hatinya ikhlas, (dan) Insya Allah dosanya sedikit,"" ujarnya. ""Bagaimana tidak ikhlas? Dengan honor Rp200 ribu mampu bertahan istikamah, membersamai mendidik anak-anak negeri untuk berakhlakul karimah,"" lanjut Lukman. Lukman memaparkan angka tersebut jauh jika dibandingkan dengan upah minimum regional (UMR) yang ditetapkan pada rentang Rp2 juta hingga Rp5juta. Oleh karena itu, ia berharap kepada pemangku kepentingan terkait untuk lebih memperhatikan kesejahteraan para ustaz dan ustazah Madrasah Diniyah Takmiliyah, yang dinilai telah mengerahkan segala kekuatannya untuk mendidik anak bangsa menjadi lebih berakhlak. Dalam kesempatan yang sama, Menteri Agama (Menag) RI Nasaruddin Umar mengapresiasi peran ustaz dan ustazah di Madrasah Diniyah Takmiliyah yang tersebar di 107.715 lokasi di Indonesia. Ia menyebutkan kesejahteraan ustaz dan ustazah yang mendidik 3.287.745 santri Madrasah Diniyah Takmiliyah se-Indonesia itu harus diperhatikan, sebab mereka berperan besar dalam pembentukan karakter seorang anak untuk menjadi SDM unggul. ""Mulai tahun depan kita akan melakukan perubahan. Ini tidak boleh menzalimi mereka (ustaz di Madrasah Diniyah Takmiliyah), karena mereka-mereka inilah sebetulnya yang disebut tidak populer di bumi, tapi artis di langit."" tutur Nasaruddin Umar. Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977561/fkdt-indonesia-harus-berterima-kasih-pada-ustaz-madrasah-diniyah,Antara News,News,2291,65,2025-07-19 08:13:17
"Suwayda masih bergejolak, bentrokan Druze dan Badui belum mereda","Ankara (ANTARA) - Bentrokan besar meletus antara faksi Druze bersenjata dan pasukan suku Badui di dekat akses masuk bagian barat Kota Suwayda di Suriah selatan pada Jumat (18/7).Menurut koresponden Anadolu di Suriah, pertempuran meningkat setelah kelompok bersenjata Druze yang berafiliasi dengan kelompok Hikmat al-Hajri mengusir keluarga suku Badui dari daerah sekitarnya.Ketegangan terjadi menyusul penarikan pasukan pemerintah Suriah dari wilayah tersebut pada Rabu (16/7) setelah kesepakatan di daerah setempat dicapai untuk meredakan kekerasan.Sebagai tanggapan, kelompok bersenjata Druze mundur dari daerah pinggiran dan membentuk garis pertahanan di pusat kota, sementara pertempuran kecil terus berlanjut di sepanjang front bagian barat.Meskipun rezim Suriah menahan diri untuk tidak terlibat langsung dalam pertempuran yang sedang berlangsung, pasukan pemerintahan transisi itu tetap menguasai jalan-jalan utama yang mengarah ke ibu kota provinsi. Selain itu, pasukan Israel pada Rabu juga telah melancarkan serangan udara terhadap lebih dari 160 sasaran di empat wilayah Suriah - Suwayda, Daraa, Damaskus dan pedesaan Damaskus, sehingga menewaskan tiga orang dan melukai 34 orang di ibu kota saja.Sebelumnya pada 13 Juni, bentrokan meletus antara beberapa suku Arab Badui dan kelompok bersenjata Druze di Suwayda.Dengan aksi kekerasan meningkat, terjadi pula serangan mematikan oleh para pejuang Druze terhadap pasukan keamanan Suriah yang ditempatkan di wilayah tersebut. Puluhan tentara dilaporkan tewas.Gencatan senjata sementara dicapai antara pasukan pemerintah dan faksi-faksi Druze setempat, tetapi segera berakhir. Setelah itu, Israel melancarkan serangan udara, menargetkan posisi dan infrastruktur militer Suriah.Israel berdalih serangan ke Suriah pada Rabu lalu itu dilakukan demi ""melindungi komunitas Druze,"" terutama di wilayah selatan negara itu. Namun, sebagian besar pemimpin Druze di Suriah secara terbuka menolak campur tangan asing dan menegaskan kembali komitmen mereka terhadap kesatuan negara Suriah. Setelah rezim Bashar Assad jatuh pada Desember 2024, Israel mengintensifkan serangan udaranya di Suriah dan menyatakan zona penyangga antara kedua negara tidak berlaku lagi bersamaan dengan Perjanjian Pelepasan pada 1974.Assad, yang merupakan pemimpin Suriah selama hampir 25 tahun, melarikan diri ke Rusia pada Desember, sehingga mengakhiri rezim Partai Baath, yang telah berkuasa sejak 1963. Pemerintahan transisi baru yang dipimpin oleh Presiden Ahmad al-Sharaa dibentuk di Suriah pada Januari.Sumber: Anadolu Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",REAL,https://www.antaranews.com/berita/4977557/suwayda-masih-bergejolak-bentrokan-druze-dan-badui-belum-mereda,Antara News,News,2699,64,2025-07-19 08:13:17
